brand,category,cpu,ram,ram_type,storage,ssd,ssd_size,graphics_card,graphics_card_size,size_inch,os,battery_wh,weight_kg,price
MSI,Home,Intel i3,12,DDR4,256GB,Yes,256GB,Nvidia,2GB,14.0,Windows 10,50,1.8,80017
Asus,Student,Ryzen 5,24,DDR5,256GB,Yes,1TB,Integrated,,16.0,Windows 11,70,2.6,84129
Lenovo,Home,Ryzen 3,12,DDR5,256GB,Yes,1TB,AMD,8GB,16.0,Windows 10,55,2.0,85510
Acer,Business,Ryzen 3,12,DDR4,512GB,Yes,512GB,Nvidia,2GB,13.0,Windows 10,45,2.0,88964
Lenovo,Home,Ryzen 3,4,DDR3,1TB,Yes,1TB,AMD,8GB,16.0,Windows 10,60,1.2,87278
Acer,Gaming,Ryzen 3,8,DDR4,2TB,Yes,256GB,Integrated,,15.6,Windows 10,60,1.4,91076
Apple,Business,Apple M2,16,Unified,512GB,Yes,2TB,AMD,4GB,13.0,macOS,50,1.6,170406
Asus,Business,Intel i7,8,DDR3,512GB,Yes,2TB,Nvidia,4GB,14.0,Windows 10,60,1.2,101075
MSI,Student,Ryzen 5,4,DDR4,256GB,Yes,512GB,Integrated,,15.6,Windows 11,80,2.3,56136
Acer,Business,Ryzen 5,4,DDR4,2TB,No,,AMD,6GB,16.0,Windows 10,45,1.6,99724
HP,Business,Ryzen 5,16,DDR4,2TB,No,,AMD,4GB,15.6,Windows 10,70,1.4,114680
Acer,Student,Ryzen 7,24,DDR3,1TB,Yes,256GB,AMD,2GB,14.0,Windows 10,60,1.4,120252
HP,Business,Intel i3,24,DDR4,2TB,Yes,1TB,Nvidia,2GB,16.0,Windows 10,70,1.4,126375
Acer,Home,Intel i5,12,DDR5,512GB,Yes,512GB,Integrated,,16.0,Windows 11,45,1.6,72298
Dell,Business,Intel i3,12,DDR3,512GB,Yes,1TB,Integrated,,16.0,Windows 10,50,2.3,68342
MSI,Home,Intel i7,24,DDR5,256GB,Yes,512GB,Nvidia,2GB,14.0,Windows 11,45,2.6,113212
Lenovo,Home,Ryzen 3,24,DDR3,2TB,Yes,2TB,AMD,6GB,13.0,Windows 11,55,2.6,117753
MSI,Gaming,Ryzen 3,12,DDR5,256GB,No,,AMD,2GB,13.0,Windows 10,50,1.4,84802
Lenovo,Gaming,Ryzen 3,12,DDR3,2TB,Yes,2TB,Integrated,,16.0,Windows 11,50,1.4,94557
Apple,Home,Apple M1,16,Unified,2TB,Yes,1TB,Integrated,,13.0,macOS,45,1.8,146540
HP,Student,Intel i3,12,DDR5,2TB,Yes,256GB,Nvidia,8GB,13.0,Windows 11,50,2.6,109786
Asus,Gaming,Ryzen 3,24,DDR5,1TB,Yes,256GB,Nvidia,6GB,14.0,Windows 11,55,2.0,131486
Acer,Home,Intel i3,8,DDR4,1TB,Yes,512GB,Integrated,,16.0,Windows 10,45,2.0,63980
Asus,Business,Intel i7,4,DDR4,256GB,No,,Integrated,,13.0,Windows 11,50,2.0,68939
Asus,Student,Intel i3,12,DDR4,1TB,Yes,512GB,AMD,2GB,14.0,Windows 10,45,1.6,83551
Asus,Student,Ryzen 5,16,DDR3,256GB,Yes,2TB,Integrated,,15.6,Windows 11,55,2.3,70426
Lenovo,Home,Intel i3,16,DDR3,256GB,Yes,1TB,Integrated,,13.0,Windows 10,55,1.4,66840
Dell,Home,Intel i7,24,DDR3,256GB,Yes,256GB,AMD,4GB,14.0,Windows 10,80,2.6,113590
Dell,Business,Intel i3,8,DDR5,2TB,Yes,256GB,Integrated,,16.0,Windows 11,50,2.6,82323
Acer,Student,Intel i5,16,DDR5,1TB,Yes,256GB,Nvidia,6GB,16.0,Windows 11,45,1.2,110322
Dell,Student,Ryzen 7,8,DDR5,256GB,No,,Integrated,,13.0,Windows 10,50,1.4,64381
Asus,Business,Intel i5,4,DDR4,256GB,Yes,256GB,Nvidia,2GB,16.0,Windows 10,45,1.6,79690
Apple,Gaming,Apple M1,4,Unified,1TB,Yes,2TB,Integrated,,15.6,macOS,60,2.3,133651
Lenovo,Gaming,Ryzen 3,8,DDR3,2TB,Yes,1TB,Integrated,,15.6,Windows 11,45,1.8,90797
Lenovo,Home,Intel i3,12,DDR5,512GB,Yes,1TB,Integrated,,15.6,Windows 11,50,1.8,60112
Apple,Home,Apple M2,12,Unified,1TB,Yes,2TB,Integrated,,15.6,macOS,60,1.8,146208
Lenovo,Business,Intel i5,4,DDR3,512GB,Yes,2TB,Integrated,,14.0,Windows 11,45,1.6,67908
MSI,Student,Ryzen 7,24,DDR4,1TB,Yes,256GB,Integrated,,13.0,Windows 10,50,1.6,105065
Dell,Gaming,Ryzen 7,4,DDR5,512GB,No,,Integrated,,16.0,Windows 11,70,1.6,77011
Apple,Gaming,Apple M1,4,Unified,1TB,Yes,2TB,Integrated,,15.6,macOS,70,1.4,137151
Samsung,Student,Intel i3,24,DDR4,512GB,Yes,1TB,Integrated,,15.6,Windows 11,55,1.8,79975
MSI,Business,Intel i5,4,DDR5,256GB,Yes,512GB,Integrated,,13.0,Windows 11,50,1.8,61378
Asus,Home,Ryzen 7,8,DDR5,512GB,Yes,512GB,Integrated,,13.0,Windows 11,55,1.2,76812
Samsung,Home,Intel i7,4,DDR3,1TB,No,,AMD,2GB,15.6,Windows 11,70,2.0,87153
Dell,Home,Ryzen 3,8,DDR5,256GB,No,,AMD,4GB,16.0,Windows 11,55,1.2,64726
Dell,Student,Intel i3,12,DDR5,1TB,Yes,512GB,Integrated,,13.0,Windows 11,80,2.0,67174
Acer,Gaming,Intel i5,4,DDR3,512GB,Yes,512GB,Integrated,,15.6,Windows 10,60,1.2,75420
Apple,Gaming,Apple M1,4,Unified,256GB,Yes,512GB,Integrated,,15.6,macOS,80,1.8,122260
Asus,Gaming,Ryzen 3,8,DDR3,1TB,Yes,512GB,AMD,8GB,13.0,Windows 11,45,2.6,104290
Dell,Home,Intel i5,16,DDR3,512GB,Yes,512GB,Integrated,,15.6,Windows 11,60,1.4,77868
Dell,Business,Ryzen 3,16,DDR5,1TB,Yes,512GB,Nvidia,2GB,14.0,Windows 10,60,1.6,104076
Apple,Home,Apple M1,8,Unified,256GB,Yes,256GB,AMD,8GB,14.0,macOS,45,2.0,139472
Dell,Gaming,Intel i5,24,DDR5,256GB,Yes,256GB,Integrated,,13.0,Windows 10,55,1.6,98720
Lenovo,Gaming,Intel i3,8,DDR4,512GB,Yes,512GB,AMD,2GB,14.0,Windows 11,70,1.8,83585
Samsung,Home,Ryzen 7,8,DDR4,1TB,No,,Integrated,,13.0,Windows 11,45,2.6,75223
HP,Home,Intel i3,24,DDR3,256GB,Yes,512GB,AMD,2GB,16.0,Windows 11,70,2.3,91043
HP,Home,Ryzen 7,12,DDR4,2TB,Yes,1TB,Nvidia,6GB,14.0,Windows 10,45,2.0,123211
Apple,Student,Apple M2,24,Unified,256GB,Yes,1TB,AMD,2GB,15.6,macOS,60,1.8,165330
Samsung,Business,Intel i3,4,DDR5,256GB,Yes,512GB,Integrated,,15.6,Windows 10,45,1.6,56930
Acer,Gaming,Ryzen 3,4,DDR5,512GB,Yes,1TB,AMD,6GB,15.6,Windows 11,80,1.2,87999
Acer,Gaming,Ryzen 5,4,DDR5,256GB,Yes,256GB,Integrated,,14.0,Windows 11,60,2.0,72031
Apple,Student,Apple M1,24,Unified,512GB,Yes,256GB,Integrated,,13.0,macOS,45,2.6,143208
Acer,Home,Ryzen 5,12,DDR4,512GB,Yes,2TB,AMD,4GB,14.0,Windows 10,60,2.3,86537
Asus,Business,Intel i7,4,DDR3,512GB,Yes,1TB,Nvidia,6GB,16.0,Windows 10,55,1.4,99169
Dell,Business,Ryzen 7,24,DDR4,2TB,Yes,1TB,Nvidia,6GB,13.0,Windows 10,60,2.6,147334
Samsung,Student,Ryzen 7,12,DDR3,1TB,Yes,256GB,Integrated,,14.0,Windows 11,80,2.3,88023
MSI,Gaming,Intel i7,4,DDR5,256GB,Yes,1TB,Integrated,,15.6,Windows 10,55,2.0,80716
HP,Gaming,Ryzen 7,8,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 10,60,2.0,92711
HP,Student,Intel i3,4,DDR5,1TB,Yes,512GB,Integrated,,15.6,Windows 11,50,2.6,59310
Acer,Student,Ryzen 7,8,DDR4,512GB,Yes,256GB,Integrated,,16.0,Windows 10,70,1.8,77908
Asus,Home,Ryzen 5,24,DDR3,256GB,Yes,512GB,AMD,4GB,16.0,Windows 10,80,1.6,100849
HP,Business,Intel i3,24,DDR3,2TB,Yes,1TB,Nvidia,2GB,16.0,Windows 10,70,2.6,125335
HP,Home,Intel i5,4,DDR3,256GB,Yes,2TB,Integrated,,14.0,Windows 10,70,2.0,51107
Dell,Business,Intel i7,16,DDR5,1TB,Yes,256GB,Nvidia,8GB,13.0,Windows 11,70,2.3,130750
Samsung,Student,Ryzen 5,4,DDR3,256GB,Yes,256GB,Nvidia,6GB,13.0,Windows 11,70,1.6,80850
Dell,Business,Ryzen 5,4,DDR4,512GB,Yes,2TB,Integrated,,14.0,Windows 11,50,2.0,67931
Lenovo,Home,Intel i5,12,DDR4,1TB,Yes,256GB,Integrated,,13.0,Windows 11,80,2.3,79986
Acer,Gaming,Ryzen 5,4,DDR5,1TB,Yes,1TB,Integrated,,16.0,Windows 11,60,1.8,78379
Asus,Home,Ryzen 7,4,DDR4,256GB,No,,Nvidia,2GB,14.0,Windows 10,55,1.8,81259
Asus,Home,Ryzen 3,16,DDR5,256GB,Yes,512GB,Integrated,,14.0,Windows 10,50,1.6,65789
MSI,Home,Ryzen 3,24,DDR4,256GB,Yes,2TB,Integrated,,14.0,Windows 10,70,1.4,79296
Acer,Student,Ryzen 7,8,DDR3,1TB,Yes,256GB,Nvidia,8GB,14.0,Windows 10,55,1.6,112944
Apple,Gaming,Apple M2,4,Unified,512GB,Yes,1TB,AMD,2GB,13.0,macOS,45,2.3,157035
Apple,Home,Apple M1,24,Unified,1TB,No,,AMD,2GB,15.6,macOS,55,2.0,158489
HP,Business,Intel i7,24,DDR4,2TB,Yes,2TB,Nvidia,6GB,16.0,Windows 10,45,2.0,148421
Lenovo,Student,Ryzen 5,24,DDR5,512GB,Yes,256GB,Integrated,,15.6,Windows 11,70,2.0,87592
Lenovo,Gaming,Intel i3,12,DDR3,512GB,Yes,2TB,Integrated,,13.0,Windows 10,60,2.0,80731
HP,Business,Intel i5,4,DDR5,2TB,Yes,256GB,AMD,4GB,14.0,Windows 11,55,2.0,101934
Dell,Gaming,Intel i7,8,DDR5,512GB,Yes,256GB,Nvidia,6GB,13.0,Windows 11,55,1.8,118436
Asus,Gaming,Ryzen 7,4,DDR4,512GB,Yes,1TB,AMD,4GB,16.0,Windows 11,80,1.6,98765
Samsung,Business,Intel i7,4,DDR5,512GB,Yes,2TB,Nvidia,2GB,14.0,Windows 11,50,2.6,96329
MSI,Student,Intel i3,12,DDR3,2TB,Yes,512GB,AMD,6GB,15.6,Windows 11,80,1.2,98241
Lenovo,Business,Intel i5,24,DDR3,2TB,Yes,2TB,Integrated,,13.0,Windows 10,45,2.6,112171
Dell,Home,Intel i3,12,DDR5,256GB,Yes,256GB,Integrated,,13.0,Windows 10,70,2.3,58287
Asus,Student,Ryzen 7,12,DDR5,256GB,Yes,512GB,Nvidia,4GB,16.0,Windows 10,80,1.8,102136
Lenovo,Home,Ryzen 7,12,DDR3,1TB,Yes,2TB,Integrated,,15.6,Windows 11,60,1.4,85476
Apple,Gaming,Apple M2,16,Unified,512GB,Yes,1TB,Integrated,,13.0,macOS,80,2.6,162031
Apple,Business,Apple M1,8,Unified,256GB,Yes,1TB,Integrated,,15.6,macOS,45,1.4,120625
Dell,Business,Intel i5,12,DDR3,1TB,Yes,512GB,Integrated,,16.0,Windows 10,45,1.8,85462
Asus,Business,Intel i3,4,DDR3,256GB,Yes,256GB,Integrated,,14.0,Windows 10,60,1.4,55204
MSI,Gaming,Ryzen 3,24,DDR5,1TB,Yes,512GB,Integrated,,13.0,Windows 11,80,2.0,103430
Acer,Student,Ryzen 5,8,DDR5,1TB,Yes,2TB,Integrated,,13.0,Windows 10,45,1.8,71256
Acer,Home,Intel i5,12,DDR3,256GB,Yes,256GB,Nvidia,8GB,16.0,Windows 11,80,2.0,96395
Lenovo,Home,Intel i3,4,DDR5,2TB,Yes,512GB,Integrated,,14.0,Windows 10,55,2.0,68439
Lenovo,Student,Ryzen 7,24,DDR5,2TB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,45,2.6,140221
Lenovo,Student,Ryzen 3,8,DDR4,2TB,No,,Integrated,,16.0,Windows 10,60,2.3,68974
Apple,Business,Apple M1,16,Unified,2TB,Yes,2TB,AMD,4GB,13.0,macOS,55,2.6,169018
Samsung,Gaming,Intel i3,8,DDR3,1TB,Yes,512GB,Integrated,,16.0,Windows 10,80,2.6,81403
MSI,Home,Intel i7,12,DDR3,2TB,Yes,256GB,AMD,4GB,13.0,Windows 11,70,1.4,113681
Samsung,Business,Ryzen 5,24,DDR5,1TB,Yes,1TB,Nvidia,2GB,14.0,Windows 10,50,1.2,122710
HP,Gaming,Ryzen 7,24,DDR5,1TB,Yes,1TB,AMD,6GB,15.6,Windows 11,80,2.0,143195
Asus,Home,Intel i7,24,DDR4,2TB,No,,Nvidia,2GB,16.0,Windows 11,45,1.6,129466
Dell,Business,Ryzen 3,8,DDR4,512GB,Yes,2TB,Integrated,,13.0,Windows 11,70,1.2,67893
Apple,Business,Apple M2,16,Unified,512GB,Yes,2TB,AMD,4GB,14.0,macOS,55,2.0,171725
Dell,Business,Ryzen 7,24,DDR5,1TB,Yes,256GB,Integrated,,14.0,Windows 10,80,2.3,111945
MSI,Home,Ryzen 7,12,DDR3,2TB,Yes,1TB,AMD,2GB,13.0,Windows 11,80,1.2,110375
Acer,Gaming,Ryzen 7,12,DDR4,1TB,Yes,2TB,AMD,8GB,14.0,Windows 11,50,1.6,131008
Acer,Gaming,Ryzen 7,8,DDR5,1TB,Yes,512GB,Nvidia,4GB,13.0,Windows 10,55,1.8,118346
Acer,Home,Ryzen 7,24,DDR3,1TB,Yes,2TB,Integrated,,15.6,Windows 11,60,1.4,107714
Lenovo,Business,Ryzen 5,8,DDR5,1TB,Yes,1TB,Integrated,,13.0,Windows 10,70,2.3,79204
MSI,Student,Intel i3,12,DDR5,2TB,No,,AMD,2GB,15.6,Windows 11,60,2.6,92571
Acer,Student,Intel i5,12,DDR3,256GB,Yes,256GB,Nvidia,2GB,16.0,Windows 10,70,1.8,84350
HP,Gaming,Ryzen 5,8,DDR5,1TB,Yes,256GB,Nvidia,4GB,16.0,Windows 11,55,1.2,109664
Acer,Business,Intel i3,8,DDR4,256GB,Yes,512GB,Integrated,,14.0,Windows 11,60,1.8,62962
Asus,Gaming,Ryzen 3,4,DDR4,256GB,No,,Integrated,,14.0,Windows 11,80,2.6,61270
Asus,Student,Intel i3,8,DDR4,2TB,Yes,256GB,AMD,8GB,13.0,Windows 10,70,2.3,98078
Apple,Home,Apple M2,12,Unified,512GB,Yes,1TB,Integrated,,14.0,macOS,55,2.0,140507
Samsung,Home,Intel i7,24,DDR4,2TB,Yes,512GB,Integrated,,15.6,Windows 11,70,1.6,117483
Acer,Student,Ryzen 7,12,DDR4,1TB,Yes,512GB,Integrated,,13.0,Windows 11,45,2.6,90678
Samsung,Student,Intel i3,4,DDR3,256GB,Yes,1TB,Integrated,,14.0,Windows 10,70,2.3,45901
Asus,Gaming,Intel i5,12,DDR4,256GB,Yes,1TB,Integrated,,13.0,Windows 10,70,1.4,83188
Samsung,Gaming,Ryzen 7,12,DDR4,1TB,Yes,2TB,Integrated,,16.0,Windows 10,50,1.8,105655
Dell,Business,Ryzen 3,12,DDR5,2TB,Yes,256GB,Integrated,,14.0,Windows 11,55,1.6,86713
Asus,Gaming,Intel i5,8,DDR5,512GB,Yes,512GB,Integrated,,14.0,Windows 10,80,1.2,81135
Acer,Home,Intel i3,4,DDR5,256GB,Yes,2TB,Integrated,,14.0,Windows 11,50,2.3,48528
Apple,Student,Apple M1,24,Unified,512GB,Yes,2TB,AMD,2GB,16.0,macOS,50,2.6,155480
MSI,Business,Ryzen 3,12,DDR4,1TB,Yes,2TB,Integrated,,13.0,Windows 11,55,1.4,80067
Asus,Business,Ryzen 3,4,DDR5,2TB,Yes,512GB,Nvidia,2GB,16.0,Windows 10,50,1.2,96745
Dell,Gaming,Ryzen 3,24,DDR5,512GB,No,,Nvidia,6GB,14.0,Windows 10,50,1.4,121723
Dell,Business,Intel i5,16,DDR5,1TB,Yes,256GB,AMD,4GB,14.0,Windows 10,50,1.4,106663
MSI,Gaming,Ryzen 5,24,DDR4,1TB,Yes,256GB,AMD,8GB,16.0,Windows 10,50,1.4,137220
Acer,Gaming,Intel i3,12,DDR4,2TB,Yes,256GB,Integrated,,16.0,Windows 11,70,2.6,96769
Apple,Home,Apple M1,24,Unified,512GB,Yes,512GB,Integrated,,14.0,macOS,80,2.0,143838
Apple,Home,Apple M1,16,Unified,1TB,Yes,512GB,Integrated,,13.0,macOS,80,2.6,135807
Lenovo,Student,Ryzen 3,8,DDR5,512GB,Yes,256GB,Integrated,,16.0,Windows 10,70,2.6,60619
Apple,Business,Apple M2,8,Unified,1TB,Yes,1TB,Integrated,,16.0,macOS,45,2.6,145331
Dell,Home,Intel i7,16,DDR3,256GB,Yes,1TB,Integrated,,13.0,Windows 11,55,2.6,80335
Dell,Home,Intel i3,24,DDR5,512GB,Yes,1TB,AMD,2GB,15.6,Windows 10,50,1.8,94270
Dell,Home,Ryzen 5,24,DDR3,2TB,No,,Integrated,,16.0,Windows 10,45,2.0,99943
Lenovo,Business,Intel i3,8,DDR5,256GB,Yes,256GB,Nvidia,8GB,16.0,Windows 10,60,2.6,94408
Lenovo,Home,Intel i3,4,DDR3,2TB,Yes,512GB,Nvidia,2GB,13.0,Windows 10,70,2.3,85261
Apple,Gaming,Apple M2,24,Unified,2TB,No,,Integrated,,14.0,macOS,45,1.6,187684
Dell,Business,Ryzen 3,24,DDR3,256GB,Yes,2TB,AMD,6GB,13.0,Windows 11,50,2.6,105310
Lenovo,Home,Intel i3,24,DDR3,2TB,Yes,512GB,Nvidia,2GB,15.6,Windows 11,50,1.4,119885
Acer,Business,Intel i5,8,DDR5,1TB,No,,Integrated,,16.0,Windows 10,45,2.6,76367
HP,Gaming,Ryzen 7,24,DDR3,2TB,Yes,256GB,Integrated,,16.0,Windows 11,45,1.4,130256
Dell,Business,Intel i7,12,DDR5,2TB,Yes,512GB,Integrated,,13.0,Windows 11,55,1.2,102279
HP,Gaming,Ryzen 3,4,DDR4,1TB,Yes,2TB,Integrated,,16.0,Windows 10,55,1.2,72362
HP,Business,Ryzen 7,16,DDR4,256GB,Yes,512GB,Integrated,,15.6,Windows 10,70,2.3,87876
MSI,Student,Intel i7,4,DDR5,512GB,Yes,1TB,Integrated,,13.0,Windows 10,45,1.2,70047
MSI,Business,Ryzen 3,16,DDR4,1TB,Yes,1TB,Integrated,,15.6,Windows 11,55,1.6,84482
Lenovo,Gaming,Intel i7,8,DDR3,1TB,Yes,256GB,Integrated,,13.0,Windows 11,45,2.6,97212
Asus,Home,Intel i5,16,DDR5,512GB,Yes,2TB,Integrated,,13.0,Windows 10,60,1.4,76471
HP,Home,Ryzen 5,12,DDR5,2TB,Yes,256GB,Nvidia,2GB,15.6,Windows 10,80,1.2,108796
Asus,Gaming,Ryzen 5,16,DDR4,256GB,Yes,2TB,Nvidia,6GB,13.0,Windows 10,45,2.6,114357
MSI,Student,Ryzen 3,16,DDR3,512GB,Yes,512GB,Integrated,,16.0,Windows 11,50,1.6,71355
MSI,Business,Ryzen 3,12,DDR5,2TB,Yes,256GB,AMD,6GB,14.0,Windows 11,80,2.6,107641
Samsung,Gaming,Ryzen 3,16,DDR4,2TB,Yes,256GB,Integrated,,13.0,Windows 11,70,1.4,100132
Apple,Home,Apple M1,4,Unified,1TB,Yes,2TB,Integrated,,15.6,macOS,80,2.0,117204
Asus,Home,Intel i3,16,DDR5,2TB,Yes,1TB,Integrated,,15.6,Windows 11,70,1.4,87455
Asus,Student,Ryzen 5,8,DDR4,256GB,Yes,512GB,Integrated,,13.0,Windows 10,70,1.6,63296
Apple,Business,Apple M2,8,Unified,256GB,Yes,2TB,AMD,8GB,16.0,macOS,70,2.0,162397
Asus,Business,Ryzen 3,8,DDR3,2TB,Yes,256GB,AMD,6GB,14.0,Windows 10,50,2.6,101427
MSI,Business,Intel i5,24,DDR5,1TB,Yes,256GB,Nvidia,8GB,13.0,Windows 10,45,2.3,133163
Lenovo,Business,Ryzen 7,8,DDR3,2TB,Yes,2TB,Nvidia,4GB,13.0,Windows 10,45,1.8,119449
Lenovo,Home,Ryzen 7,24,DDR3,256GB,Yes,2TB,Nvidia,2GB,13.0,Windows 11,60,1.2,117987
Acer,Home,Intel i3,12,DDR4,512GB,Yes,256GB,AMD,6GB,14.0,Windows 11,70,1.8,85152
MSI,Business,Intel i3,4,DDR3,1TB,Yes,2TB,AMD,8GB,13.0,Windows 10,50,2.6,89547
Samsung,Home,Intel i7,4,DDR3,512GB,Yes,2TB,AMD,6GB,14.0,Windows 11,70,2.3,89469
Lenovo,Business,Ryzen 7,16,DDR5,256GB,Yes,1TB,Integrated,,13.0,Windows 11,55,2.6,87724
Samsung,Home,Intel i7,16,DDR3,512GB,Yes,1TB,AMD,4GB,15.6,Windows 11,80,1.8,102900
Asus,Business,Ryzen 5,12,DDR3,256GB,Yes,2TB,Nvidia,6GB,16.0,Windows 11,60,2.0,100036
Acer,Business,Intel i3,24,DDR4,1TB,Yes,2TB,Integrated,,15.6,Windows 11,45,1.8,93166
Lenovo,Student,Ryzen 5,16,DDR5,1TB,Yes,512GB,Integrated,,14.0,Windows 10,55,2.0,84277
Dell,Home,Ryzen 3,16,DDR4,2TB,Yes,2TB,AMD,2GB,16.0,Windows 10,45,2.0,98519
Asus,Student,Intel i3,24,DDR3,512GB,Yes,512GB,Nvidia,4GB,16.0,Windows 10,45,1.4,102747
Apple,Business,Apple M1,12,Unified,512GB,No,,Integrated,,15.6,macOS,55,2.0,129186
Asus,Business,Intel i7,12,DDR3,1TB,Yes,2TB,Integrated,,13.0,Windows 10,70,1.2,94513
MSI,Home,Intel i5,4,DDR4,2TB,Yes,256GB,AMD,8GB,13.0,Windows 11,70,1.4,103735
Acer,Home,Ryzen 5,16,DDR4,512GB,Yes,256GB,Integrated,,16.0,Windows 10,70,2.6,74856
Dell,Student,Ryzen 5,16,DDR4,1TB,Yes,512GB,AMD,8GB,16.0,Windows 10,55,2.0,110122
Acer,Home,Intel i7,12,DDR5,1TB,Yes,256GB,Integrated,,14.0,Windows 11,80,2.0,89566
Lenovo,Home,Ryzen 7,8,DDR4,2TB,Yes,256GB,Integrated,,13.0,Windows 11,60,1.2,92460
HP,Gaming,Ryzen 5,16,DDR3,1TB,Yes,512GB,Integrated,,15.6,Windows 11,55,1.6,100911
HP,Business,Ryzen 3,4,DDR3,1TB,Yes,1TB,AMD,6GB,14.0,Windows 10,45,1.6,87082
Samsung,Student,Ryzen 7,16,DDR4,2TB,Yes,2TB,Integrated,,13.0,Windows 11,55,1.6,104470
MSI,Business,Ryzen 3,4,DDR5,2TB,Yes,1TB,Nvidia,4GB,14.0,Windows 11,70,2.6,100985
HP,Business,Intel i5,12,DDR4,2TB,Yes,512GB,Nvidia,4GB,16.0,Windows 10,55,2.3,116369
HP,Home,Ryzen 3,24,DDR5,1TB,Yes,256GB,Integrated,,16.0,Windows 11,50,2.6,87529
Asus,Gaming,Intel i5,16,DDR3,2TB,No,,AMD,8GB,15.6,Windows 11,60,1.4,129588
Asus,Business,Intel i3,8,DDR3,1TB,Yes,256GB,Integrated,,15.6,Windows 10,70,2.6,72235
Samsung,Home,Intel i3,16,DDR3,2TB,Yes,2TB,Nvidia,4GB,14.0,Windows 10,45,1.4,110733
MSI,Business,Intel i3,8,DDR4,2TB,Yes,512GB,AMD,8GB,13.0,Windows 11,50,2.3,104908
Lenovo,Home,Intel i5,16,DDR3,1TB,Yes,1TB,AMD,8GB,13.0,Windows 11,60,2.0,108870
Lenovo,Student,Intel i7,8,DDR4,256GB,Yes,512GB,AMD,6GB,15.6,Windows 10,55,1.2,88257
Samsung,Student,Intel i7,16,DDR4,1TB,Yes,512GB,Nvidia,2GB,13.0,Windows 11,50,1.4,111262
Apple,Student,Apple M2,24,Unified,256GB,Yes,2TB,Nvidia,4GB,15.6,macOS,80,2.3,179558
Lenovo,Business,Intel i5,24,DDR3,2TB,Yes,256GB,Nvidia,6GB,13.0,Windows 10,80,2.0,136497
Asus,Business,Intel i5,12,DDR4,512GB,Yes,512GB,Integrated,,14.0,Windows 10,55,2.0,75879
MSI,Gaming,Intel i7,4,DDR3,256GB,Yes,2TB,Integrated,,15.6,Windows 10,70,1.2,79481
MSI,Gaming,Intel i7,12,DDR4,1TB,Yes,256GB,Nvidia,4GB,15.6,Windows 11,80,1.2,125892
Dell,Business,Ryzen 7,12,DDR3,512GB,Yes,256GB,Integrated,,16.0,Windows 10,70,2.0,90415
Acer,Business,Ryzen 5,24,DDR5,512GB,Yes,256GB,Integrated,,15.6,Windows 11,60,2.0,98759
Lenovo,Business,Intel i3,8,DDR4,1TB,Yes,256GB,Nvidia,8GB,15.6,Windows 11,50,1.6,101082
Dell,Gaming,Ryzen 5,24,DDR3,512GB,Yes,256GB,Integrated,,13.0,Windows 11,80,2.3,105503
Apple,Home,Apple M2,8,Unified,512GB,No,,AMD,2GB,14.0,macOS,50,1.4,141992
HP,Home,Intel i3,8,DDR3,256GB,Yes,2TB,AMD,8GB,13.0,Windows 10,45,1.2,80160
Apple,Business,Apple M1,4,Unified,256GB,Yes,512GB,Integrated,,13.0,macOS,55,1.2,118935
Dell,Student,Intel i7,4,DDR5,256GB,Yes,1TB,Integrated,,14.0,Windows 10,50,1.6,63534
Samsung,Student,Ryzen 7,4,DDR3,512GB,Yes,256GB,AMD,8GB,14.0,Windows 10,45,1.6,94285
MSI,Business,Ryzen 3,4,DDR4,256GB,Yes,2TB,Integrated,,13.0,Windows 10,45,1.2,57302
Samsung,Student,Intel i7,4,DDR5,512GB,No,,Integrated,,16.0,Windows 10,70,1.6,61823
Samsung,Student,Ryzen 5,24,DDR3,256GB,Yes,512GB,Integrated,,14.0,Windows 11,55,2.0,83153
Samsung,Business,Intel i5,16,DDR5,256GB,Yes,2TB,AMD,2GB,16.0,Windows 11,70,2.3,95410
Apple,Home,Apple M2,4,Unified,1TB,Yes,2TB,Integrated,,16.0,macOS,45,2.0,135723
Samsung,Home,Ryzen 7,4,DDR3,256GB,Yes,1TB,AMD,4GB,16.0,Windows 10,45,1.6,79644
HP,Student,Intel i5,12,DDR4,1TB,Yes,256GB,AMD,8GB,15.6,Windows 10,80,1.2,105496
Lenovo,Business,Intel i7,8,DDR5,256GB,Yes,512GB,Integrated,,16.0,Windows 11,50,1.8,76181
Lenovo,Gaming,Intel i5,24,DDR4,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 11,50,1.2,127534
MSI,Student,Intel i7,12,DDR3,2TB,Yes,512GB,Integrated,,14.0,Windows 11,50,2.6,97007
Apple,Home,Apple M1,4,Unified,256GB,Yes,512GB,Nvidia,6GB,16.0,macOS,55,1.2,136763
Lenovo,Gaming,Intel i5,8,DDR4,512GB,No,,AMD,6GB,13.0,Windows 11,45,1.2,96977
Lenovo,Gaming,Ryzen 7,16,DDR5,512GB,Yes,2TB,Integrated,,15.6,Windows 11,45,1.8,99539
HP,Student,Ryzen 5,4,DDR3,1TB,No,,AMD,8GB,13.0,Windows 10,80,1.2,87580
Lenovo,Business,Intel i3,12,DDR5,512GB,No,,Nvidia,8GB,13.0,Windows 10,70,1.4,96635
